Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
1.99649	Src1	0	81	LastDelay	0.229828	229828	1	2
1.99649	Src1	0	81	FullDelay	1.26316	1.26316e+06	2	2
2.00513	Src1	0	82	LastDelay	0.230127	230127	1	2
2.00513	Src1	0	82	FullDelay	1.26346	1.26346e+06	2	2
2.00556	Src2	0	157	LastDelay	0.238892	238892	1	3
2.00556	Src2	0	157	FullDelay	0.238892	238892	1	3
2.01415	Src2	0	158	LastDelay	0.239148	239148	1	3
2.01415	Src2	0	158	FullDelay	0.239148	239148	1	3
2.02274	Src2	0	159	LastDelay	0.239407	239407	1	3
2.02274	Src2	0	159	FullDelay	0.239407	239407	1	3
2.03133	Src2	0	160	LastDelay	0.239666	239666	1	3
2.03133	Src2	0	160	FullDelay	0.239666	239666	1	3
2.03997	Src2	0	161	LastDelay	0.239966	239966	1	3
2.03997	Src2	0	161	FullDelay	0.239966	239966	1	3
2.04856	Src2	0	162	LastDelay	0.240223	240223	1	3
2.04856	Src2	0	162	FullDelay	0.240223	240223	1	3
2.05715	Src2	0	163	LastDelay	0.240482	240482	1	3
2.05715	Src2	0	163	FullDelay	0.240482	240482	1	3
2.06574	Src2	0	164	LastDelay	0.24074	240740	1	3
2.06574	Src2	0	164	FullDelay	0.24074	240740	1	3
2.07437	Src2	0	165	LastDelay	0.241041	241041	1	3
2.07437	Src2	0	165	FullDelay	0.241041	241041	1	3
2.08296	Src2	0	166	LastDelay	0.241298	241298	1	3
2.08296	Src2	0	166	FullDelay	0.241298	241298	1	3
2.09156	Src2	0	167	LastDelay	0.241556	241556	1	3
2.09156	Src2	0	167	FullDelay	0.241556	241556	1	3
2.10015	Src2	0	168	LastDelay	0.241815	241815	1	3
2.10015	Src2	0	168	FullDelay	0.241815	241815	1	3
2.10878	Src2	0	169	LastDelay	0.242116	242116	1	3
2.10878	Src2	0	169	FullDelay	0.242116	242116	1	3
2.11741	Src2	0	170	LastDelay	0.242414	242414	1	3
2.11741	Src2	0	170	FullDelay	0.242414	242414	1	3
2.13425	Src1	0	109	LastDelay	0.225913	225913	1	2
2.13425	Src1	0	109	FullDelay	0.759247	759247	2	2
2.14288	Src1	0	110	LastDelay	0.226212	226212	1	2
2.14288	Src1	0	110	FullDelay	0.759545	759545	2	2
2.15147	Src1	0	111	LastDelay	0.226471	226471	1	2
2.15147	Src1	0	111	FullDelay	0.759804	759804	2	2
2.16006	Src1	0	112	LastDelay	0.226729	226729	1	2
2.16006	Src1	0	112	FullDelay	0.760063	760063	2	2
2.16865	Src1	0	113	LastDelay	0.226988	226988	1	2
2.16865	Src1	0	113	FullDelay	0.760321	760321	2	2
2.17729	Src1	0	114	LastDelay	0.227287	227287	1	2
2.17729	Src1	0	114	FullDelay	0.76062	760620	2	2
2.18592	Src1	0	115	LastDelay	0.227585	227585	1	2
2.18592	Src1	0	115	FullDelay	0.760919	760919	2	2
2.19455	Src1	0	116	LastDelay	0.227884	227884	1	2
2.19455	Src1	0	116	FullDelay	0.761217	761217	2	2
2.20314	Src1	0	117	LastDelay	0.228143	228143	1	2
2.20314	Src1	0	117	FullDelay	0.761476	761476	2	2
2.21173	Src1	0	118	LastDelay	0.228401	228401	1	2
2.21173	Src1	0	118	FullDelay	0.761735	761735	2	2
2.22033	Src1	0	119	LastDelay	0.22866	228660	1	2
2.22033	Src1	0	119	FullDelay	0.761993	761993	2	2
2.22896	Src1	0	120	LastDelay	0.228959	228959	1	2
2.22896	Src1	0	120	FullDelay	0.762292	762292	2	2
2.22939	Src2	0	98	LastDelay	0.221057	221057	1	2
2.22939	Src2	0	98	FullDelay	1.38772	1.38772e+06	4	2
2.24622	Src1	0	122	LastDelay	0.229556	229556	1	2
2.24622	Src1	0	122	FullDelay	0.762889	762889	2	2
2.25481	Src1	0	123	LastDelay	0.229815	229815	1	2
2.25481	Src1	0	123	FullDelay	0.763148	763148	2	2
2.26345	Src1	0	124	LastDelay	0.230113	230113	1	2
2.26345	Src1	0	124	FullDelay	0.763447	763447	2	2
2.26384	Src2	0	187	LastDelay	0.238836	238836	1	3
2.26384	Src2	0	187	FullDelay	0.238836	238836	1	3
2.27247	Src2	0	188	LastDelay	0.239137	239137	1	3
2.27247	Src2	0	188	FullDelay	0.239137	239137	1	3
2.28106	Src2	0	189	LastDelay	0.239394	239394	1	3
2.28106	Src2	0	189	FullDelay	0.239394	239394	1	3
2.28965	Src2	0	190	LastDelay	0.239652	239652	1	3
2.28965	Src2	0	190	FullDelay	0.239652	239652	1	3
2.30649	Src1	0	133	LastDelay	0.248153	248153	1	3
2.30649	Src1	0	133	FullDelay	0.248153	248153	1	3
2.31512	Src1	0	134	LastDelay	0.248452	248452	1	3
2.31512	Src1	0	134	FullDelay	0.248452	248452	1	3
2.32375	Src1	0	135	LastDelay	0.248751	248751	1	3
2.32375	Src1	0	135	FullDelay	0.248751	248751	1	3
2.33238	Src1	0	136	LastDelay	0.249049	249049	1	3
2.33238	Src1	0	136	FullDelay	0.249049	249049	1	3
2.34097	Src1	0	137	LastDelay	0.249308	249308	1	3
2.34097	Src1	0	137	FullDelay	0.249308	249308	1	3
2.34957	Src1	0	138	LastDelay	0.249567	249567	1	3
2.34957	Src1	0	138	FullDelay	0.249567	249567	1	3
2.35816	Src1	0	139	LastDelay	0.249825	249825	1	3
2.35816	Src1	0	139	FullDelay	0.249825	249825	1	3
2.36675	Src1	0	140	LastDelay	0.250084	250084	1	3
2.36675	Src1	0	140	FullDelay	0.250084	250084	1	3
2.37538	Src1	0	141	LastDelay	0.250383	250383	1	3
2.37538	Src1	0	141	FullDelay	0.250383	250383	1	3
2.38401	Src1	0	142	LastDelay	0.250681	250681	1	3
2.38401	Src1	0	142	FullDelay	0.250681	250681	1	3
2.39261	Src1	0	143	LastDelay	0.25094	250940	1	3
2.39261	Src1	0	143	FullDelay	0.25094	250940	1	3
2.393	Src2	0	173	LastDelay	0.217996	217996	1	2
2.393	Src2	0	173	FullDelay	0.492996	492996	2	2
2.40983	Src1	0	146	LastDelay	0.243164	243164	1	3
2.40983	Src1	0	146	FullDelay	0.243164	243164	1	3
2.41842	Src1	0	147	LastDelay	0.243423	243423	1	3
2.41842	Src1	0	147	FullDelay	0.243423	243423	1	3
2.41885	Src2	0	193	LastDelay	0.235521	235521	1	3
2.41885	Src2	0	193	FullDelay	0.235521	235521	1	3
2.42749	Src2	0	194	LastDelay	0.23582	235820	1	3
2.42749	Src2	0	194	FullDelay	0.23582	235820	1	3
2.43612	Src2	0	195	LastDelay	0.236118	236118	1	3
2.43612	Src2	0	195	FullDelay	0.236118	236118	1	3
2.44475	Src2	0	196	LastDelay	0.236417	236417	1	3
2.44475	Src2	0	196	FullDelay	0.236417	236417	1	3
2.45338	Src2	0	197	LastDelay	0.236716	236716	1	3
2.45338	Src2	0	197	FullDelay	0.236716	236716	1	3
2.46201	Src2	0	198	LastDelay	0.237014	237014	1	3
2.46201	Src2	0	198	FullDelay	0.237014	237014	1	3
2.47065	Src2	0	199	LastDelay	0.237313	237313	1	3
2.47065	Src2	0	199	FullDelay	0.237313	237313	1	3
2.47928	Src2	0	200	LastDelay	0.237612	237612	1	3
2.47928	Src2	0	200	FullDelay	0.237612	237612	1	3
2.48791	Src2	0	201	LastDelay	0.23791	237910	1	3
2.48791	Src2	0	201	FullDelay	0.23791	237910	1	3
2.49654	Src2	0	202	LastDelay	0.238209	238209	1	3
2.49654	Src2	0	202	FullDelay	0.238209	238209	1	3
2.50517	Src2	0	203	LastDelay	0.238508	238508	1	3
2.50517	Src2	0	203	FullDelay	0.238508	238508	1	3
2.51381	Src2	0	204	LastDelay	0.238806	238806	1	3
2.51381	Src2	0	204	FullDelay	0.238806	238806	1	3
2.52244	Src2	0	205	LastDelay	0.239105	239105	1	3
2.52244	Src2	0	205	FullDelay	0.239105	239105	1	3
2.53107	Src2	0	206	LastDelay	0.239404	239404	1	3
2.53107	Src2	0	206	FullDelay	0.239404	239404	1	3
2.5397	Src2	0	207	LastDelay	0.239702	239702	1	3
2.5397	Src2	0	207	FullDelay	0.239702	239702	1	3
2.55653	Src1	0	163	LastDelay	0.248201	248201	1	3
2.55653	Src1	0	163	FullDelay	0.248201	248201	1	3
2.56517	Src1	0	164	LastDelay	0.2485	248500	1	3
2.56517	Src1	0	164	FullDelay	0.2485	248500	1	3
2.5738	Src1	0	165	LastDelay	0.248799	248799	1	3
2.5738	Src1	0	165	FullDelay	0.248799	248799	1	3
2.58243	Src1	0	166	LastDelay	0.249097	249097	1	3
2.58243	Src1	0	166	FullDelay	0.249097	249097	1	3
2.59106	Src1	0	167	LastDelay	0.249396	249396	1	3
2.59106	Src1	0	167	FullDelay	0.249396	249396	1	3
2.59969	Src1	0	168	LastDelay	0.249695	249695	1	3
2.59969	Src1	0	168	FullDelay	0.249695	249695	1	3
2.60013	Src2	0	183	LastDelay	0.216793	216793	1	2
2.60013	Src2	0	183	FullDelay	0.616793	616793	2	2
2.60876	Src2	0	184	LastDelay	0.217092	217092	1	2
2.60876	Src2	0	184	FullDelay	0.617092	617092	2	2
2.61739	Src2	0	185	LastDelay	0.21739	217390	1	2
2.61739	Src2	0	185	FullDelay	0.61739	617390	2	2
2.62602	Src2	0	186	LastDelay	0.217689	217689	1	2
2.62602	Src2	0	186	FullDelay	0.609356	609356	2	2
2.64285	Src1	0	39	LastDelay	0.226188	226188	1	2
2.64285	Src1	0	39	FullDelay	2.31785	2.31785e+06	4	2
2.65149	Src1	0	40	LastDelay	0.226487	226487	1	2
2.65149	Src1	0	40	FullDelay	2.31815	2.31815e+06	4	2
2.66012	Src1	0	43	LastDelay	0.226785	226785	1	2
2.66012	Src1	0	43	FullDelay	2.30179	2.30179e+06	4	2
2.66871	Src1	0	46	LastDelay	0.227044	227044	1	2
2.66871	Src1	0	46	FullDelay	2.28538	2.28538e+06	4	2
2.6773	Src1	0	47	LastDelay	0.227303	227303	1	2
2.6773	Src1	0	47	FullDelay	2.28564	2.28564e+06	4	2
2.67769	Src2	0	119	LastDelay	0.219359	219359	1	2
2.67769	Src2	0	119	FullDelay	1.54436	1.54436e+06	4	2
2.68628	Src2	0	120	LastDelay	0.219618	219618	1	2
2.68628	Src2	0	120	FullDelay	1.54462	1.54462e+06	4	2
2.69488	Src2	0	121	LastDelay	0.219876	219876	1	2
2.69488	Src2	0	121	FullDelay	1.54488	1.54488e+06	4	2
2.70351	Src2	0	122	LastDelay	0.220177	220177	1	2
2.70351	Src2	0	122	FullDelay	1.54518	1.54518e+06	4	2
2.71214	Src2	0	123	LastDelay	0.220476	220476	1	2
2.71214	Src2	0	123	FullDelay	1.54548	1.54548e+06	4	2
2.72077	Src2	0	124	LastDelay	0.220774	220774	1	2
2.72077	Src2	0	124	FullDelay	1.54577	1.54577e+06	4	2
2.72941	Src2	0	125	LastDelay	0.221073	221073	1	2
2.72941	Src2	0	125	FullDelay	1.54607	1.54607e+06	4	2
2.73804	Src2	0	154	LastDelay	0.221372	221372	1	2
2.73804	Src2	0	154	FullDelay	1.0047	1.0047e+06	3	2
2.74667	Src2	0	155	LastDelay	0.22167	221670	1	2
2.74667	Src2	0	155	FullDelay	1.005	1.005e+06	3	2
2.7635	Src1	0	80	LastDelay	0.230169	230169	1	2
2.7635	Src1	0	80	FullDelay	2.0385	2.0385e+06	3	2
2.76393	Src2	0	172	LastDelay	0.213934	213934	1	2
2.76393	Src2	0	172	FullDelay	0.872268	872268	3	2
2.77257	Src2	0	191	LastDelay	0.214233	214233	1	2
2.77257	Src2	0	191	FullDelay	0.6309	630900	2	2
2.7812	Src2	0	192	LastDelay	0.214532	214532	1	2
2.7812	Src2	0	192	FullDelay	0.631198	631198	2	2
2.79803	Src1	0	87	LastDelay	0.223031	223031	1	2
2.79803	Src1	0	87	FullDelay	2.0147	2.0147e+06	3	2
2.80666	Src1	0	88	LastDelay	0.223329	223329	1	2
2.80666	Src1	0	88	FullDelay	2.015	2.015e+06	3	2
2.81529	Src1	0	89	LastDelay	0.223628	223628	1	2
2.81529	Src1	0	89	FullDelay	2.01529	2.01529e+06	3	2
2.81573	Src2	0	213	LastDelay	0.240726	240726	1	3
2.81573	Src2	0	213	FullDelay	0.240726	240726	1	3
2.82436	Src2	0	214	LastDelay	0.241025	241025	1	3
2.82436	Src2	0	214	FullDelay	0.241025	241025	1	3
2.83299	Src2	0	215	LastDelay	0.241324	241324	1	3
2.83299	Src2	0	215	FullDelay	0.241324	241324	1	3
2.84162	Src2	0	216	LastDelay	0.241622	241622	1	3
2.84162	Src2	0	216	FullDelay	0.241622	241622	1	3
2.85025	Src2	0	177	LastDelay	0.216921	216921	1	2
2.85025	Src2	0	177	FullDelay	0.916921	916921	3	2
2.85889	Src2	0	178	LastDelay	0.21722	217220	1	2
2.85889	Src2	0	178	FullDelay	0.91722	917220	3	2
2.86752	Src2	0	179	LastDelay	0.217518	217518	1	2
2.86752	Src2	0	179	FullDelay	0.917518	917518	3	2
2.88435	Src1	0	106	LastDelay	0.226017	226017	1	2
2.88435	Src1	0	106	FullDelay	1.53435	1.53435e+06	3	2
2.89298	Src1	0	121	LastDelay	0.226316	226316	1	2
2.89298	Src1	0	121	FullDelay	1.41798	1.41798e+06	3	2
2.90161	Src1	0	131	LastDelay	0.226615	226615	1	2
2.90161	Src1	0	131	FullDelay	0.859948	859948	2	2
2.91021	Src1	0	132	LastDelay	0.226873	226873	1	2
2.91021	Src1	0	132	FullDelay	0.860207	860207	2	2
2.9188	Src1	0	144	LastDelay	0.227132	227132	1	2
2.9188	Src1	0	144	FullDelay	0.768799	768799	2	2
2.92739	Src1	0	145	LastDelay	0.227391	227391	1	2
2.92739	Src1	0	145	FullDelay	0.769057	769057	2	2
2.93602	Src1	0	148	LastDelay	0.227689	227689	1	2
2.93602	Src1	0	148	FullDelay	0.752689	752689	2	2
2.94465	Src1	0	149	LastDelay	0.227988	227988	1	2
2.94465	Src1	0	149	FullDelay	0.752988	752988	2	2
2.95329	Src1	0	150	LastDelay	0.228287	228287	1	2
2.95329	Src1	0	150	FullDelay	0.753287	753287	2	2
2.96192	Src1	0	151	LastDelay	0.228585	228585	1	2
2.96192	Src1	0	151	FullDelay	0.753585	753585	2	2
2.97055	Src1	0	152	LastDelay	0.228884	228884	1	2
2.97055	Src1	0	152	FullDelay	0.753884	753884	2	2
2.97914	Src1	0	153	LastDelay	0.229143	229143	1	2
2.97914	Src1	0	153	FullDelay	0.754143	754143	2	2
2.98773	Src1	0	154	LastDelay	0.229401	229401	1	2
2.98773	Src1	0	154	FullDelay	0.754401	754401	2	2
2.99637	Src1	0	155	LastDelay	0.2297	229700	1	2
2.99637	Src1	0	155	FullDelay	0.7547	754700	2	2
3.005	Src1	0	156	LastDelay	0.229999	229999	1	2
3.005	Src1	0	156	FullDelay	0.754999	754999	2	2
3.01363	Src1	0	157	LastDelay	0.230297	230297	1	2
3.01363	Src1	0	157	FullDelay	0.755297	755297	2	2
3.01406	Src2	0	231	LastDelay	0.239062	239062	1	3
3.01406	Src2	0	231	FullDelay	0.239062	239062	1	3
3.02269	Src2	0	232	LastDelay	0.239361	239361	1	3
3.02269	Src2	0	232	FullDelay	0.239361	239361	1	3
3.03133	Src2	0	233	LastDelay	0.23966	239660	1	3
3.03133	Src2	0	233	FullDelay	0.23966	239660	1	3
3.03992	Src2	0	234	LastDelay	0.239916	239916	1	3
3.03992	Src2	0	234	FullDelay	0.239916	239916	1	3
3.04851	Src2	0	235	LastDelay	0.240175	240175	1	3
3.04851	Src2	0	235	FullDelay	0.240175	240175	1	3
3.05714	Src2	0	236	LastDelay	0.240476	240476	1	3
3.05714	Src2	0	236	FullDelay	0.240476	240476	1	3
3.06577	Src2	0	237	LastDelay	0.240774	240774	1	3
3.06577	Src2	0	237	FullDelay	0.240774	240774	1	3
3.07441	Src2	0	238	LastDelay	0.241073	241073	1	3
3.07441	Src2	0	238	FullDelay	0.241073	241073	1	3
3.08304	Src2	0	239	LastDelay	0.241372	241372	1	3
3.08304	Src2	0	239	FullDelay	0.241372	241372	1	3
3.09163	Src2	0	240	LastDelay	0.241628	241628	1	3
3.09163	Src2	0	240	FullDelay	0.241628	241628	1	3
3.10838	Src1	0	172	LastDelay	0.250049	250049	1	3
3.10838	Src1	0	172	FullDelay	0.250049	250049	1	3
3.11705	Src1	0	173	LastDelay	0.250388	250388	1	3
3.11705	Src1	0	173	FullDelay	0.250388	250388	1	3
3.12569	Src1	0	174	LastDelay	0.250687	250687	1	3
3.12569	Src1	0	174	FullDelay	0.250687	250687	1	3
3.13432	Src1	0	175	LastDelay	0.250985	250985	1	3
3.13432	Src1	0	175	FullDelay	0.250985	250985	1	3
3.14291	Src1	0	176	LastDelay	0.251244	251244	1	3
3.14291	Src1	0	176	FullDelay	0.251244	251244	1	3
3.1433	Src2	0	211	LastDelay	0.2183	218300	1	2
3.1433	Src2	0	211	FullDelay	0.701634	701634	2	2
3.15189	Src2	0	212	LastDelay	0.218559	218559	1	2
3.15189	Src2	0	212	FullDelay	0.701892	701892	2	2
3.16873	Src1	0	180	LastDelay	0.243727	243727	1	3
3.16873	Src1	0	180	FullDelay	0.243727	243727	1	3
3.17736	Src1	0	181	LastDelay	0.244025	244025	1	3
3.17736	Src1	0	181	FullDelay	0.244025	244025	1	3
3.17779	Src2	0	241	LastDelay	0.236124	236124	1	3
3.17779	Src2	0	241	FullDelay	0.236124	236124	1	3
3.18642	Src2	0	242	LastDelay	0.236422	236422	1	3
3.18642	Src2	0	242	FullDelay	0.236422	236422	1	3
3.19505	Src2	0	243	LastDelay	0.236721	236721	1	3
3.19505	Src2	0	243	FullDelay	0.236721	236721	1	3
3.20369	Src2	0	244	LastDelay	0.23702	237020	1	3
3.20369	Src2	0	244	FullDelay	0.23702	237020	1	3
3.21232	Src2	0	245	LastDelay	0.237318	237318	1	3
3.21232	Src2	0	245	FullDelay	0.237318	237318	1	3
3.22095	Src2	0	246	LastDelay	0.237617	237617	1	3
3.22095	Src2	0	246	FullDelay	0.237617	237617	1	3
3.22958	Src2	0	247	LastDelay	0.237916	237916	1	3
3.22958	Src2	0	247	FullDelay	0.237916	237916	1	3
3.23821	Src2	0	248	LastDelay	0.238214	238214	1	3
3.23821	Src2	0	248	FullDelay	0.238214	238214	1	3
3.24685	Src2	0	249	LastDelay	0.238513	238513	1	3
3.24685	Src2	0	249	FullDelay	0.238513	238513	1	3
3.25548	Src2	0	250	LastDelay	0.238812	238812	1	3
3.25548	Src2	0	250	FullDelay	0.238812	238812	1	3
3.26411	Src2	0	251	LastDelay	0.23911	239110	1	3
3.26411	Src2	0	251	FullDelay	0.23911	239110	1	3
3.27274	Src2	0	252	LastDelay	0.239409	239409	1	3
3.27274	Src2	0	252	FullDelay	0.239409	239409	1	3
3.28137	Src2	0	253	LastDelay	0.239708	239708	1	3
3.28137	Src2	0	253	FullDelay	0.239708	239708	1	3
3.29001	Src2	0	254	LastDelay	0.240006	240006	1	3
3.29001	Src2	0	254	FullDelay	0.240006	240006	1	3
3.30676	Src1	0	196	LastDelay	0.248425	248425	1	3
3.30676	Src1	0	196	FullDelay	0.248425	248425	1	3
3.31543	Src1	0	197	LastDelay	0.248764	248764	1	3
3.31543	Src1	0	197	FullDelay	0.248764	248764	1	3
3.32406	Src1	0	198	LastDelay	0.249063	249063	1	3
3.32406	Src1	0	198	FullDelay	0.249063	249063	1	3
3.33265	Src1	0	199	LastDelay	0.249321	249321	1	3
3.33265	Src1	0	199	FullDelay	0.249321	249321	1	3
3.34129	Src1	0	200	LastDelay	0.24962	249620	1	3
3.34129	Src1	0	200	FullDelay	0.24962	249620	1	3
3.34992	Src1	0	201	LastDelay	0.249919	249919	1	3
3.34992	Src1	0	201	FullDelay	0.249919	249919	1	3
3.35855	Src1	0	202	LastDelay	0.250217	250217	1	3
3.35855	Src1	0	202	FullDelay	0.250217	250217	1	3
3.36714	Src1	0	203	LastDelay	0.250476	250476	1	3
3.36714	Src1	0	203	FullDelay	0.250476	250476	1	3
3.37577	Src1	0	204	LastDelay	0.250775	250775	1	3
3.37577	Src1	0	204	FullDelay	0.250775	250775	1	3
3.38441	Src1	0	205	LastDelay	0.251073	251073	1	3
3.38441	Src1	0	205	FullDelay	0.251073	251073	1	3
3.393	Src1	0	206	LastDelay	0.251332	251332	1	3
3.393	Src1	0	206	FullDelay	0.251332	251332	1	3
3.39339	Src2	0	180	LastDelay	0.218388	218388	1	2
3.39339	Src2	0	180	FullDelay	1.43505	1.43505e+06	4	2
3.40202	Src2	0	181	LastDelay	0.218689	218689	1	2
3.40202	Src2	0	181	FullDelay	1.43536	1.43536e+06	4	2
3.41065	Src2	0	182	LastDelay	0.218988	218988	1	2
3.41065	Src2	0	182	FullDelay	1.43565	1.43565e+06	4	2
3.41929	Src2	0	208	LastDelay	0.219286	219286	1	2
3.41929	Src2	0	208	FullDelay	1.00262	1.00262e+06	3	2
3.42792	Src2	0	209	LastDelay	0.219585	219585	1	2
3.42792	Src2	0	209	FullDelay	1.00292	1.00292e+06	3	2
3.43655	Src2	0	210	LastDelay	0.219884	219884	1	2
3.43655	Src2	0	210	FullDelay	1.00322	1.00322e+06	3	2
3.44518	Src2	0	226	LastDelay	0.220182	220182	1	2
3.44518	Src2	0	226	FullDelay	0.711849	711849	2	2
3.45381	Src2	0	227	LastDelay	0.220481	220481	1	2
3.45381	Src2	0	227	FullDelay	0.712148	712148	2	2
3.46245	Src2	0	228	LastDelay	0.22078	220780	1	2
3.46245	Src2	0	228	FullDelay	0.712446	712446	2	2
3.47108	Src2	0	229	LastDelay	0.221078	221078	1	2
3.47108	Src2	0	229	FullDelay	0.712745	712745	2	2
3.47971	Src2	0	230	LastDelay	0.221377	221377	1	2
3.47971	Src2	0	230	FullDelay	0.713044	713044	2	2
3.49654	Src1	0	54	LastDelay	0.229876	229876	1	2
3.49654	Src1	0	54	FullDelay	3.04654	3.04654e+06	5	2
3.50517	Src1	0	55	LastDelay	0.230175	230175	1	2
3.50517	Src1	0	55	FullDelay	3.03851	3.03851e+06	5	2
3.51381	Src1	0	56	LastDelay	0.230473	230473	1	2
3.51381	Src1	0	56	FullDelay	3.03881	3.03881e+06	5	2
3.51425	Src2	0	256	LastDelay	0.239247	239247	1	3
3.51425	Src2	0	256	FullDelay	0.239247	239247	1	3
3.52284	Src2	0	257	LastDelay	0.239511	239511	1	3
3.52284	Src2	0	257	FullDelay	0.239511	239511	1	3
3.53149	Src2	0	258	LastDelay	0.23982	239820	1	3
3.53149	Src2	0	258	FullDelay	0.23982	239820	1	3
3.54013	Src2	0	259	LastDelay	0.240127	240127	1	3
3.54013	Src2	0	259	FullDelay	0.240127	240127	1	3
3.54872	Src2	0	260	LastDelay	0.240391	240391	1	3
3.54872	Src2	0	260	FullDelay	0.240391	240391	1	3
3.55737	Src2	0	261	LastDelay	0.2407	240700	1	3
3.55737	Src2	0	261	FullDelay	0.2407	240700	1	3
3.56596	Src2	0	262	LastDelay	0.240965	240965	1	3
3.56596	Src2	0	262	FullDelay	0.240965	240965	1	3
3.57461	Src2	0	263	LastDelay	0.241273	241273	1	3
3.57461	Src2	0	263	FullDelay	0.241273	241273	1	3
3.58325	Src2	0	264	LastDelay	0.24158	241580	1	3
3.58325	Src2	0	264	FullDelay	0.24158	241580	1	3
3.59184	Src2	0	265	LastDelay	0.241845	241845	1	3
3.59184	Src2	0	265	FullDelay	0.241845	241845	1	3
3.60048	Src2	0	217	LastDelay	0.217145	217145	1	2
3.60048	Src2	0	217	FullDelay	0.942145	942145	3	2
3.60911	Src2	0	218	LastDelay	0.217444	217444	1	2
3.60911	Src2	0	218	FullDelay	0.942444	942444	3	2
3.61774	Src2	0	219	LastDelay	0.217742	217742	1	2
3.61774	Src2	0	219	FullDelay	0.942742	942742	3	2
3.63457	Src1	0	161	LastDelay	0.226241	226241	1	2
3.63457	Src1	0	161	FullDelay	1.34291	1.34291e+06	3	2
3.64321	Src1	0	162	LastDelay	0.22654	226540	1	2
3.64321	Src1	0	162	FullDelay	1.34321	1.34321e+06	3	2
3.65184	Src1	0	169	LastDelay	0.226839	226839	1	2
3.65184	Src1	0	169	FullDelay	0.818505	818505	2	2
3.66047	Src1	0	170	LastDelay	0.227137	227137	1	2
3.66047	Src1	0	170	FullDelay	0.818804	818804	2	2
3.6691	Src1	0	171	LastDelay	0.227436	227436	1	2
3.6691	Src1	0	171	FullDelay	0.819103	819103	2	2
3.67773	Src1	0	177	LastDelay	0.227735	227735	1	2
3.67773	Src1	0	177	FullDelay	0.777735	777735	2	2
3.68633	Src1	0	0	LastDelay	0.227993	227993	1	2
3.68633	Src1	0	0	FullDelay	3.68633	3.68633e+06	7	2
3.69496	Src1	0	26	LastDelay	0.228292	228292	1	2
3.69496	Src1	0	26	FullDelay	3.47829	3.47829e+06	6	2
3.70355	Src1	0	27	LastDelay	0.228551	228551	1	2
3.70355	Src1	0	27	FullDelay	3.47855	3.47855e+06	6	2
3.71218	Src1	0	28	LastDelay	0.228849	228849	1	2
3.71218	Src1	0	28	FullDelay	3.47885	3.47885e+06	6	2
3.72081	Src1	0	29	LastDelay	0.229148	229148	1	2
3.72081	Src1	0	29	FullDelay	3.47915	3.47915e+06	6	2
3.72945	Src1	0	178	LastDelay	0.229447	229447	1	2
3.72945	Src1	0	178	FullDelay	0.821113	821113	2	2
3.73808	Src1	0	179	LastDelay	0.229745	229745	1	2
3.73808	Src1	0	179	FullDelay	0.821412	821412	2	2
3.74671	Src1	0	182	LastDelay	0.230044	230044	1	2
3.74671	Src1	0	182	FullDelay	0.805044	805044	2	2
3.75534	Src1	0	183	LastDelay	0.230343	230343	1	2
3.75534	Src1	0	183	FullDelay	0.805343	805343	2	2
3.75574	Src2	0	279	LastDelay	0.239074	239074	1	3
3.75574	Src2	0	279	FullDelay	0.239074	239074	1	3
3.76438	Src2	0	280	LastDelay	0.239383	239383	1	3
3.76438	Src2	0	280	FullDelay	0.239383	239383	1	3
3.77298	Src2	0	281	LastDelay	0.239647	239647	1	3
3.77298	Src2	0	281	FullDelay	0.239647	239647	1	3
3.78162	Src2	0	282	LastDelay	0.239956	239956	1	3
3.78162	Src2	0	282	FullDelay	0.239956	239956	1	3
3.79022	Src2	0	283	LastDelay	0.240221	240221	1	3
3.79022	Src2	0	283	FullDelay	0.240221	240221	1	3
3.79885	Src2	0	221	LastDelay	0.215521	215521	1	2
3.79885	Src2	0	221	FullDelay	1.10719	1.10719e+06	3	2
3.80749	Src2	0	222	LastDelay	0.21582	215820	1	2
3.80749	Src2	0	222	FullDelay	1.10749	1.10749e+06	3	2
3.81612	Src2	0	223	LastDelay	0.216118	216118	1	2
3.81612	Src2	0	223	FullDelay	1.10778	1.10778e+06	3	2
3.82475	Src2	0	224	LastDelay	0.216417	216417	1	2
3.82475	Src2	0	224	FullDelay	1.10808	1.10808e+06	3	2
3.83338	Src2	0	225	LastDelay	0.216716	216716	1	2
3.83338	Src2	0	225	FullDelay	1.10838	1.10838e+06	3	2
3.84201	Src2	0	255	LastDelay	0.217014	217014	1	2
3.84201	Src2	0	255	FullDelay	0.575348	575348	2	2
3.85885	Src1	0	207	LastDelay	0.225513	225513	1	2
3.85885	Src1	0	207	FullDelay	0.708847	708847	2	2
3.85929	Src2	0	284	LastDelay	0.225953	225953	1	3
3.85929	Src2	0	284	FullDelay	0.225953	225953	1	3
3.86792	Src2	0	174	LastDelay	0.209585	209585	1	2
3.86792	Src2	0	174	FullDelay	1.95958	1.95958e+06	6	2
3.87656	Src2	0	285	LastDelay	0.234892	234892	1	3
3.87656	Src2	0	285	FullDelay	0.234892	234892	1	3
3.88519	Src2	0	175	LastDelay	0.218524	218524	1	2
3.88519	Src2	0	175	FullDelay	1.96852	1.96852e+06	6	2
3.89382	Src2	0	176	LastDelay	0.218822	218822	1	2
